Transaction_ID,Customer_ID,Product_ID,Date,Date 2,Quantity,Unit_Price,Total_Amount,Payment_Method,Channel,Month,Year,Number_of_Scoops
T06156,CUST038407,P025,2023-07-11,2023-07-11,2, $5.00 , $10.00 ,Credit Card,Social,7,2023,2
T06156,CUST032654,P056,2023-07-11,2023-07-11,1, $7.50 , $7.50 ,Cash,Mobile App,7,2023,4
T06157,CUST015690,P015,2023-07-11,2023-07-11,2, $4.00 , $8.00 ,Tap to Pay,Email,7,2023,1
T06157,CUST035286,P060,2023-07-11,2023-07-11,3, $7.00 , $21.00 ,Tap to Pay,None,7,2023,4
T06157,CUST035446,P030,2023-07-11,2023-07-11,3, $5.00 , $15.00 ,Cash,None,7,2023,2
T06158,CUST028005,P027,2023-07-11,2023-07-11,3, $5.00 , $15.00 ,Tap to Pay,Post Mail,7,2023,2
T06158,CUST028818,P048,2023-07-11,2023-07-11,3, $6.00 , $18.00 ,Tap to Pay,Email,7,2023,3
T06159,CUST020074,P025,2023-07-11,2023-07-11,3, $5.00 , $15.00 ,Tap to Pay,None,7,2023,2
T06160,CUST018067,P001,2023-07-11,2023-07-11,3, $4.50 , $13.50 ,Tap to Pay,None,7,2023,1
T06160,CUST013450,P035,2023-07-11,2023-07-11,1, $6.50 , $6.50 ,Credit Card,Email,7,2023,3
T06160,CUST033939,P036,2023-07-11,2023-07-11,1, $6.50 , $6.50 ,Credit Card,Email,7,2023,3
T06160,CUST021296,P022,2023-07-11,2023-07-11,3, $5.50 , $16.50 ,Cash,Social,7,2023,2
T06160,CUST014367,P055,2023-07-11,2023-07-11,2, $7.50 , $15.00 ,Cash,None,7,2023,4
T06161,CUST028527,P063,2023-07-11,2023-07-11,3, $7.00 , $21.00 ,Cash,Social,7,2023,4
T06161,CUST012705,P028,2023-07-11,2023-07-11,1, $5.00 , $5.00 ,Credit Card,None,7,2023,2
T06162,CUST038708,P050,2023-07-11,2023-07-11,1, $7.50 , $7.50 ,Cash,Email,7,2023,4
T06163,CUST010896,P049,2023-07-11,2023-07-11,2, $7.50 , $15.00 ,Cash,Mobile App,7,2023,4
T06164,CUST028397,P039,2023-07-11,2023-07-11,2, $6.50 , $13.00 ,Credit Card,Post Mail,7,2023,3
T06165,CUST011768,P039,2023-07-11,2023-07-11,1, $6.50 , $6.50 ,Tap to Pay,None,7,2023,3
T06165,CUST039807,P055,2023-07-11,2023-07-11,1, $7.50 , $7.50 ,Tap to Pay,None,7,2023,4
T06165,CUST036130,P043,2023-07-11,2023-07-11,2, $6.00 , $12.00 ,Tap to Pay,Mobile App,7,2023,3
T06165,CUST025938,P006,2023-07-11,2023-07-11,1, $4.50 , $4.50 ,Tap to Pay,Social,7,2023,1
T06165,CUST023533,P004,2023-07-11,2023-07-11,2, $4.50 , $9.00 ,Credit Card,Post Mail,7,2023,1
T06166,CUST032223,P039,2023-07-11,2023-07-11,1, $6.50 , $6.50 ,Cash,Post Mail,7,2023,3
T06166,CUST018236,P001,2023-07-11,2023-07-11,3, $4.50 , $13.50 ,Cash,Email,7,2023,1
T06167,CUST024299,P016,2023-07-11,2023-07-11,1, $4.00 , $4.00 ,Credit Card,Post Mail,7,2023,1
T06167,CUST019035,P002,2023-07-11,2023-07-11,2, $4.50 , $9.00 ,Cash,Mobile App,7,2023,1
T06167,CUST023520,P013,2023-07-11,2023-07-11,1, $4.00 , $4.00 ,Tap to Pay,Mobile App,7,2023,1
T06167,CUST031691,P004,2023-07-11,2023-07-11,1, $4.50 , $4.50 ,Credit Card,Social,7,2023,1
T06168,CUST025500,P029,2023-07-11,2023-07-11,1, $5.00 , $5.00 ,Tap to Pay,Mobile App,7,2023,2
T06168,CUST020623,P031,2023-07-11,2023-07-11,3, $5.00 , $15.00 ,Credit Card,Social,7,2023,2
T06168,CUST020659,P047,2023-07-11,2023-07-11,1, $6.00 , $6.00 ,Cash,Email,7,2023,3
T06168,CUST021493,P029,2023-07-11,2023-07-11,2, $5.00 , $10.00 ,Tap to Pay,Post Mail,7,2023,2
T06169,CUST029818,P011,2023-07-11,2023-07-11,1, $4.00 , $4.00 ,Tap to Pay,Social,7,2023,1
T06170,CUST026785,P058,2023-07-11,2023-07-11,2, $7.00 , $14.00 ,Cash,Post Mail,7,2023,4
T06170,CUST021855,P059,2023-07-11,2023-07-11,2, $7.00 , $14.00 ,Cash,Social,7,2023,4
T06170,CUST032213,P047,2023-07-11,2023-07-11,1, $6.00 , $6.00 ,Credit Card,Email,7,2023,3
T06170,CUST034557,P053,2023-07-11,2023-07-11,3, $7.50 , $22.50 ,Credit Card,Email,7,2023,4
T06171,CUST019387,P030,2023-07-11,2023-07-11,3, $5.00 , $15.00 ,Tap to Pay,Post Mail,7,2023,2
T06171,CUST029926,P009,2023-07-11,2023-07-11,1, $4.00 , $4.00 ,Credit Card,Post Mail,7,2023,1
T06171,CUST033467,P022,2023-07-11,2023-07-11,2, $5.50 , $11.00 ,Tap to Pay,Mobile App,7,2023,2
T06171,CUST036971,P014,2023-07-11,2023-07-11,1, $4.00 , $4.00 ,Cash,Post Mail,7,2023,1
T06171,CUST013272,P036,2023-07-11,2023-07-11,2, $6.50 , $13.00 ,Credit Card,None,7,2023,3
T06172,CUST036934,P050,2023-07-11,2023-07-11,2, $7.50 , $15.00 ,Cash,None,7,2023,4
T06172,CUST032499,P063,2023-07-11,2023-07-11,2, $7.00 , $14.00 ,Credit Card,Social,7,2023,4
T06172,CUST032502,P057,2023-07-11,2023-07-11,2, $7.00 , $14.00 ,Tap to Pay,Email,7,2023,4
T06172,CUST035824,P047,2023-07-11,2023-07-11,3, $6.00 , $18.00 ,Tap to Pay,Social,7,2023,3
T06172,CUST017160,P023,2023-07-11,2023-07-11,2, $5.50 , $11.00 ,Credit Card,Social,7,2023,2
T06173,CUST033339,P054,2023-07-11,2023-07-11,3, $7.50 , $22.50 ,Cash,None,7,2023,4
T06173,CUST019377,P063,2023-07-11,2023-07-11,3, $7.00 , $21.00 ,Tap to Pay,Mobile App,7,2023,4
T06174,CUST039659,P063,2023-07-11,2023-07-11,3, $7.00 , $21.00 ,Credit Card,Post Mail,7,2023,4
T06174,CUST032442,P042,2023-07-11,2023-07-11,1, $6.00 , $6.00 ,Tap to Pay,Social,7,2023,3
T06174,CUST039785,P037,2023-07-11,2023-07-11,1, $6.50 , $6.50 ,Tap to Pay,Post Mail,7,2023,3
T06174,CUST011242,P009,2023-07-11,2023-07-11,2, $4.00 , $8.00 ,Cash,Mobile App,7,2023,1
T06174,CUST017406,P010,2023-07-11,2023-07-11,3, $4.00 , $12.00 ,Tap to Pay,Post Mail,7,2023,1
T06175,CUST024708,P047,2023-07-11,2023-07-11,3, $6.00 , $18.00 ,Cash,Post Mail,7,2023,3
T06175,CUST037782,P046,2023-07-11,2023-07-11,1, $6.00 , $6.00 ,Tap to Pay,Email,7,2023,3
T06175,CUST011762,P004,2023-07-11,2023-07-11,1, $4.50 , $4.50 ,Cash,Social,7,2023,1
T06176,CUST039144,P003,2023-07-11,2023-07-11,2, $4.50 , $9.00 ,Tap to Pay,Mobile App,7,2023,1
T06176,CUST037958,P002,2023-07-11,2023-07-11,2, $4.50 , $9.00 ,Cash,Email,7,2023,1
T06176,CUST018529,P048,2023-07-11,2023-07-11,1, $6.00 , $6.00 ,Credit Card,Social,7,2023,3
T06176,CUST014702,P050,2023-07-11,2023-07-11,2, $7.50 , $15.00 ,Cash,None,7,2023,4
T06177,CUST030362,P025,2023-07-11,2023-07-11,1, $5.00 , $5.00 ,Tap to Pay,Mobile App,7,2023,2
T06178,CUST015572,P032,2023-07-11,2023-07-11,1, $5.00 , $5.00 ,Credit Card,Mobile App,7,2023,2
T06179,CUST027357,P064,2023-07-11,2023-07-11,1, $7.00 , $7.00 ,Tap to Pay,Mobile App,7,2023,4
T06179,CUST024468,P007,2023-07-11,2023-07-11,2, $4.50 , $9.00 ,Cash,Mobile App,7,2023,1
T06179,CUST036789,P026,2023-07-11,2023-07-11,2, $5.00 , $10.00 ,Cash,Mobile App,7,2023,2
T06180,CUST032259,P019,2023-07-11,2023-07-11,1, $5.50 , $5.50 ,Tap to Pay,Mobile App,7,2023,2
T06180,CUST031858,P026,2023-07-11,2023-07-11,3, $5.00 , $15.00 ,Credit Card,None,7,2023,2
T06180,CUST017819,P004,2023-07-11,2023-07-11,1, $4.50 , $4.50 ,Cash,Post Mail,7,2023,1
T06180,CUST010597,P036,2023-07-11,2023-07-11,1, $6.50 , $6.50 ,Credit Card,Email,7,2023,3
T06181,CUST038029,P007,2023-07-11,2023-07-11,2, $4.50 , $9.00 ,Tap to Pay,Email,7,2023,1
T06181,CUST026134,P025,2023-07-11,2023-07-11,1, $5.00 , $5.00 ,Cash,None,7,2023,2
T06181,CUST014256,P031,2023-07-11,2023-07-11,3, $5.00 , $15.00 ,Cash,None,7,2023,2
T06181,CUST019065,P023,2023-07-11,2023-07-11,1, $5.50 , $5.50 ,Credit Card,Social,7,2023,2
T06182,CUST027010,P040,2023-07-11,2023-07-11,1, $6.50 , $6.50 ,Tap to Pay,None,7,2023,3
T06182,CUST023040,P001,2023-07-11,2023-07-11,2, $4.50 , $9.00 ,Credit Card,None,7,2023,1
T06182,CUST012410,P049,2023-07-11,2023-07-11,2, $7.50 , $15.00 ,Cash,Mobile App,7,2023,4
T06183,CUST023150,P004,2023-07-11,2023-07-11,1, $4.50 , $4.50 ,Credit Card,Mobile App,7,2023,1
T06183,CUST034430,P037,2023-07-11,2023-07-11,1, $6.50 , $6.50 ,Tap to Pay,Post Mail,7,2023,3
T06183,CUST035479,P046,2023-07-11,2023-07-11,1, $6.00 , $6.00 ,Credit Card,Email,7,2023,3
T06183,CUST024107,P002,2023-07-11,2023-07-11,1, $4.50 , $4.50 ,Credit Card,Social,7,2023,1
T06184,CUST038967,P059,2023-07-11,2023-07-11,1, $7.00 , $7.00 ,Credit Card,None,7,2023,4
T06185,CUST015146,P057,2023-07-11,2023-07-11,1, $7.00 , $7.00 ,Credit Card,Email,7,2023,4
T06186,CUST031589,P055,2023-07-11,2023-07-11,3, $7.50 , $22.50 ,Cash,Mobile App,7,2023,4
T06187,CUST020789,P010,2023-07-11,2023-07-11,1, $4.00 , $4.00 ,Cash,Mobile App,7,2023,1
T06187,CUST028327,P035,2023-07-11,2023-07-11,3, $6.50 , $19.50 ,Tap to Pay,Email,7,2023,3
T06188,CUST028562,P002,2023-07-11,2023-07-11,2, $4.50 , $9.00 ,Credit Card,Mobile App,7,2023,1
T06188,CUST022277,P016,2023-07-11,2023-07-11,2, $4.00 , $8.00 ,Cash,None,7,2023,1
T06188,CUST010342,P012,2023-07-11,2023-07-11,1, $4.00 , $4.00 ,Cash,Post Mail,7,2023,1
T06188,CUST036150,P045,2023-07-11,2023-07-11,1, $6.00 , $6.00 ,Tap to Pay,Mobile App,7,2023,3
T06189,CUST035265,P005,2023-07-11,2023-07-11,3, $4.50 , $13.50 ,Credit Card,Email,7,2023,1
T06189,CUST020514,P058,2023-07-11,2023-07-11,2, $7.00 , $14.00 ,Tap to Pay,None,7,2023,4
T06189,CUST026906,P001,2023-07-11,2023-07-11,2, $4.50 , $9.00 ,Tap to Pay,Mobile App,7,2023,1
T06190,CUST033360,P031,2023-07-12,2023-07-12,1, $5.00 , $5.00 ,Tap to Pay,Post Mail,7,2023,2
T06191,CUST032120,P020,2023-07-12,2023-07-12,2, $5.50 , $11.00 ,Tap to Pay,Mobile App,7,2023,2
T06191,CUST039003,P064,2023-07-12,2023-07-12,2, $7.00 , $14.00 ,Credit Card,Email,7,2023,4
T06191,CUST028291,P028,2023-07-12,2023-07-12,1, $5.00 , $5.00 ,Credit Card,Post Mail,7,2023,2
T06191,CUST018161,P033,2023-07-12,2023-07-12,1, $6.50 , $6.50 ,Credit Card,Mobile App,7,2023,3
T06192,CUST034307,P027,2023-07-12,2023-07-12,3, $5.00 , $15.00 ,Tap to Pay,Social,7,2023,2
T06192,CUST025558,P012,2023-07-12,2023-07-12,2, $4.00 , $8.00 ,Cash,None,7,2023,1
T06192,CUST027738,P036,2023-07-12,2023-07-12,3, $6.50 , $19.50 ,Tap to Pay,Post Mail,7,2023,3
T06192,CUST032729,P016,2023-07-12,2023-07-12,2, $4.00 , $8.00 ,Tap to Pay,Post Mail,7,2023,1
T06192,CUST026005,P047,2023-07-12,2023-07-12,3, $6.00 , $18.00 ,Cash,Social,7,2023,3
T06193,CUST032380,P044,2023-07-12,2023-07-12,2, $6.00 , $12.00 ,Tap to Pay,Email,7,2023,3
T06193,CUST018491,P008,2023-07-12,2023-07-12,2, $4.50 , $9.00 ,Cash,Email,7,2023,1
T06193,CUST039120,P049,2023-07-12,2023-07-12,1, $7.50 , $7.50 ,Tap to Pay,Post Mail,7,2023,4
T06194,CUST037282,P063,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Credit Card,Social,7,2023,4
T06194,CUST039965,P003,2023-07-12,2023-07-12,3, $4.50 , $13.50 ,Cash,None,7,2023,1
T06194,CUST018375,P045,2023-07-12,2023-07-12,2, $6.00 , $12.00 ,Credit Card,Post Mail,7,2023,3
T06194,CUST031438,P015,2023-07-12,2023-07-12,2, $4.00 , $8.00 ,Tap to Pay,None,7,2023,1
T06194,CUST026534,P039,2023-07-12,2023-07-12,3, $6.50 , $19.50 ,Credit Card,None,7,2023,3
T06195,CUST037886,P015,2023-07-12,2023-07-12,3, $4.00 , $12.00 ,Credit Card,None,7,2023,1
T06195,CUST030203,P010,2023-07-12,2023-07-12,2, $4.00 , $8.00 ,Credit Card,Email,7,2023,1
T06196,CUST022176,P007,2023-07-12,2023-07-12,2, $4.50 , $9.00 ,Tap to Pay,Social,7,2023,1
T06196,CUST028529,P042,2023-07-12,2023-07-12,1, $6.00 , $6.00 ,Credit Card,Post Mail,7,2023,3
T06196,CUST034995,P034,2023-07-12,2023-07-12,1, $6.50 , $6.50 ,Credit Card,None,7,2023,3
T06197,CUST026762,P056,2023-07-12,2023-07-12,3, $7.50 , $22.50 ,Credit Card,Mobile App,7,2023,4
T06197,CUST010628,P060,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Cash,Social,7,2023,4
T06197,CUST032280,P059,2023-07-12,2023-07-12,3, $7.00 , $21.00 ,Cash,Email,7,2023,4
T06197,CUST036687,P061,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Cash,Mobile App,7,2023,4
T06198,CUST039098,P032,2023-07-12,2023-07-12,3, $5.00 , $15.00 ,Credit Card,Post Mail,7,2023,2
T06199,CUST034768,P054,2023-07-12,2023-07-12,2, $7.50 , $15.00 ,Tap to Pay,Post Mail,7,2023,4
T06200,CUST037253,P040,2023-07-12,2023-07-12,3, $6.50 , $19.50 ,Cash,None,7,2023,3
T06200,CUST014544,P033,2023-07-12,2023-07-12,1, $6.50 , $6.50 ,Tap to Pay,Social,7,2023,3
T06200,CUST021878,P021,2023-07-12,2023-07-12,2, $5.50 , $11.00 ,Tap to Pay,Social,7,2023,2
T06200,CUST038054,P023,2023-07-12,2023-07-12,1, $5.50 , $5.50 ,Cash,None,7,2023,2
T06201,CUST021413,P018,2023-07-12,2023-07-12,2, $5.50 , $11.00 ,Cash,None,7,2023,2
T06201,CUST036049,P004,2023-07-12,2023-07-12,2, $4.50 , $9.00 ,Cash,Mobile App,7,2023,1
T06202,CUST024295,P045,2023-07-12,2023-07-12,2, $6.00 , $12.00 ,Cash,Email,7,2023,3
T06203,CUST026880,P054,2023-07-12,2023-07-12,2, $7.50 , $15.00 ,Credit Card,None,7,2023,4
T06203,CUST014042,P035,2023-07-12,2023-07-12,2, $6.50 , $13.00 ,Cash,None,7,2023,3
T06203,CUST017936,P018,2023-07-12,2023-07-12,1, $5.50 , $5.50 ,Tap to Pay,Post Mail,7,2023,2
T06203,CUST016858,P062,2023-07-12,2023-07-12,3, $7.00 , $21.00 ,Tap to Pay,None,7,2023,4
T06203,CUST034740,P034,2023-07-12,2023-07-12,2, $6.50 , $13.00 ,Cash,None,7,2023,3
T06204,CUST030916,P001,2023-07-12,2023-07-12,3, $4.50 , $13.50 ,Credit Card,Email,7,2023,1
T06204,CUST029325,P009,2023-07-12,2023-07-12,2, $4.00 , $8.00 ,Cash,None,7,2023,1
T06205,CUST019078,P064,2023-07-12,2023-07-12,3, $7.00 , $21.00 ,Credit Card,Email,7,2023,4
T06205,CUST015805,P019,2023-07-12,2023-07-12,3, $5.50 , $16.50 ,Tap to Pay,Email,7,2023,2
T06205,CUST025219,P009,2023-07-12,2023-07-12,2, $4.00 , $8.00 ,Cash,Social,7,2023,1
T06205,CUST017207,P029,2023-07-12,2023-07-12,3, $5.00 , $15.00 ,Tap to Pay,Post Mail,7,2023,2
T06205,CUST031858,P003,2023-07-12,2023-07-12,3, $4.50 , $13.50 ,Credit Card,Email,7,2023,1
T06206,CUST034216,P001,2023-07-12,2023-07-12,1, $4.50 , $4.50 ,Tap to Pay,Email,7,2023,1
T06206,CUST019228,P031,2023-07-12,2023-07-12,2, $5.00 , $10.00 ,Cash,Email,7,2023,2
T06207,CUST016561,P001,2023-07-12,2023-07-12,1, $4.50 , $4.50 ,Credit Card,Mobile App,7,2023,1
T06208,CUST030770,P038,2023-07-12,2023-07-12,2, $6.50 , $13.00 ,Tap to Pay,Post Mail,7,2023,3
T06209,CUST013843,P059,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Credit Card,Social,7,2023,4
T06209,CUST036745,P053,2023-07-12,2023-07-12,3, $7.50 , $22.50 ,Tap to Pay,Email,7,2023,4
T06209,CUST018262,P018,2023-07-12,2023-07-12,1, $5.50 , $5.50 ,Credit Card,Social,7,2023,2
T06210,CUST031946,P045,2023-07-12,2023-07-12,1, $6.00 , $6.00 ,Credit Card,Post Mail,7,2023,3
T06210,CUST037653,P032,2023-07-12,2023-07-12,3, $5.00 , $15.00 ,Tap to Pay,Social,7,2023,2
T06210,CUST022028,P015,2023-07-12,2023-07-12,1, $4.00 , $4.00 ,Tap to Pay,Social,7,2023,1
T06211,CUST013898,P062,2023-07-12,2023-07-12,2, $7.00 , $14.00 ,Tap to Pay,Mobile App,7,2023,4
T06211,CUST039828,P060,2023-07-12,2023-07-12,3, $7.00 , $21.00 ,Tap to Pay,Social,7,2023,4
T06212,CUST022957,P060,2023-07-12,2023-07-12,2, $7.00 , $14.00 ,Cash,Email,7,2023,4
T06212,CUST036079,P052,2023-07-12,2023-07-12,1, $7.50 , $7.50 ,Credit Card,Mobile App,7,2023,4
T06212,CUST035477,P055,2023-07-12,2023-07-12,3, $7.50 , $22.50 ,Credit Card,Post Mail,7,2023,4
T06213,CUST019754,P008,2023-07-12,2023-07-12,3, $4.50 , $13.50 ,Tap to Pay,None,7,2023,1
T06213,CUST039436,P043,2023-07-12,2023-07-12,1, $6.00 , $6.00 ,Cash,Post Mail,7,2023,3
T06214,CUST018769,P018,2023-07-12,2023-07-12,3, $5.50 , $16.50 ,Credit Card,Email,7,2023,2
T06214,CUST012299,P018,2023-07-12,2023-07-12,3, $5.50 , $16.50 ,Tap to Pay,Social,7,2023,2
T06214,CUST039013,P025,2023-07-12,2023-07-12,1, $5.00 , $5.00 ,Cash,Social,7,2023,2
T06215,CUST021519,P046,2023-07-12,2023-07-12,3, $6.00 , $18.00 ,Tap to Pay,None,7,2023,3
T06215,CUST033730,P039,2023-07-12,2023-07-12,1, $6.50 , $6.50 ,Credit Card,Email,7,2023,3
T06216,CUST030486,P006,2023-07-12,2023-07-12,1, $4.50 , $4.50 ,Cash,Email,7,2023,1
T06216,CUST021836,P043,2023-07-12,2023-07-12,1, $6.00 , $6.00 ,Credit Card,Post Mail,7,2023,3
T06216,CUST026687,P016,2023-07-12,2023-07-12,3, $4.00 , $12.00 ,Tap to Pay,Email,7,2023,1
T06216,CUST016904,P035,2023-07-12,2023-07-12,2, $6.50 , $13.00 ,Credit Card,Mobile App,7,2023,3
T06216,CUST019558,P026,2023-07-12,2023-07-12,3, $5.00 , $15.00 ,Cash,None,7,2023,2
T06217,CUST019642,P009,2023-07-12,2023-07-12,1, $4.00 , $4.00 ,Tap to Pay,None,7,2023,1
T06217,CUST026658,P053,2023-07-12,2023-07-12,1, $7.50 , $7.50 ,Tap to Pay,None,7,2023,4
T06217,CUST010783,P060,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Tap to Pay,Mobile App,7,2023,4
T06217,CUST027807,P005,2023-07-12,2023-07-12,2, $4.50 , $9.00 ,Cash,Post Mail,7,2023,1
T06218,CUST033108,P034,2023-07-12,2023-07-12,1, $6.50 , $6.50 ,Cash,None,7,2023,3
T06219,CUST013849,P020,2023-07-12,2023-07-12,2, $5.50 , $11.00 ,Credit Card,Social,7,2023,2
T06219,CUST013734,P019,2023-07-12,2023-07-12,3, $5.50 , $16.50 ,Credit Card,Post Mail,7,2023,2
T06219,CUST027897,P042,2023-07-12,2023-07-12,3, $6.00 , $18.00 ,Cash,None,7,2023,3
T06219,CUST011043,P022,2023-07-12,2023-07-12,2, $5.50 , $11.00 ,Cash,None,7,2023,2
T06219,CUST021965,P010,2023-07-12,2023-07-12,2, $4.00 , $8.00 ,Tap to Pay,None,7,2023,1
T06220,CUST032645,P004,2023-07-12,2023-07-12,2, $4.50 , $9.00 ,Cash,Social,7,2023,1
T06220,CUST033673,P011,2023-07-12,2023-07-12,2, $4.00 , $8.00 ,Credit Card,Social,7,2023,1
T06220,CUST022683,P061,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Credit Card,Mobile App,7,2023,4
T06220,CUST018598,P033,2023-07-12,2023-07-12,3, $6.50 , $19.50 ,Tap to Pay,Social,7,2023,3
T06221,CUST024657,P055,2023-07-12,2023-07-12,3, $7.50 , $22.50 ,Credit Card,Post Mail,7,2023,4
T06221,CUST016315,P033,2023-07-12,2023-07-12,3, $6.50 , $19.50 ,Credit Card,Mobile App,7,2023,3
T06221,CUST023197,P006,2023-07-12,2023-07-12,2, $4.50 , $9.00 ,Credit Card,Post Mail,7,2023,1
T06222,CUST031350,P021,2023-07-12,2023-07-12,1, $5.50 , $5.50 ,Credit Card,Mobile App,7,2023,2
T06222,CUST012933,P017,2023-07-12,2023-07-12,3, $5.50 , $16.50 ,Cash,Post Mail,7,2023,2
T06222,CUST028250,P027,2023-07-12,2023-07-12,3, $5.00 , $15.00 ,Credit Card,Post Mail,7,2023,2
T06222,CUST014203,P027,2023-07-12,2023-07-12,3, $5.00 , $15.00 ,Tap to Pay,Social,7,2023,2
T06222,CUST019557,P047,2023-07-12,2023-07-12,1, $6.00 , $6.00 ,Cash,Post Mail,7,2023,3
T06223,CUST034770,P019,2023-07-12,2023-07-12,3, $5.50 , $16.50 ,Cash,Social,7,2023,2
T06223,CUST013085,P015,2023-07-12,2023-07-12,1, $4.00 , $4.00 ,Cash,Social,7,2023,1
T06223,CUST032993,P064,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Credit Card,Post Mail,7,2023,4
T06223,CUST035581,P058,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Tap to Pay,Email,7,2023,4
T06223,CUST011430,P046,2023-07-12,2023-07-12,1, $6.00 , $6.00 ,Tap to Pay,Mobile App,7,2023,3
T06224,CUST010355,P005,2023-07-12,2023-07-12,2, $4.50 , $9.00 ,Credit Card,Email,7,2023,1
T06225,CUST039351,P017,2023-07-12,2023-07-12,2, $5.50 , $11.00 ,Tap to Pay,Mobile App,7,2023,2
T06226,CUST011974,P036,2023-07-12,2023-07-12,3, $6.50 , $19.50 ,Credit Card,None,7,2023,3
T06226,CUST015926,P002,2023-07-12,2023-07-12,2, $4.50 , $9.00 ,Cash,Social,7,2023,1
T06226,CUST023697,P038,2023-07-12,2023-07-12,2, $6.50 , $13.00 ,Credit Card,Mobile App,7,2023,3
T06226,CUST010482,P037,2023-07-12,2023-07-12,1, $6.50 , $6.50 ,Tap to Pay,Social,7,2023,3
T06227,CUST027107,P018,2023-07-12,2023-07-12,2, $5.50 , $11.00 ,Tap to Pay,Post Mail,7,2023,2
T06227,CUST022291,P022,2023-07-12,2023-07-12,3, $5.50 , $16.50 ,Cash,Post Mail,7,2023,2
T06227,CUST033136,P052,2023-07-12,2023-07-12,1, $7.50 , $7.50 ,Cash,Social,7,2023,4
T06228,CUST017273,P034,2023-07-12,2023-07-12,3, $6.50 , $19.50 ,Credit Card,Social,7,2023,3
T06229,CUST022973,P040,2023-07-12,2023-07-12,3, $6.50 , $19.50 ,Cash,None,7,2023,3
T06229,CUST031571,P017,2023-07-12,2023-07-12,3, $5.50 , $16.50 ,Credit Card,None,7,2023,2
T06229,CUST022731,P064,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Tap to Pay,None,7,2023,4
T06229,CUST020256,P047,2023-07-12,2023-07-12,2, $6.00 , $12.00 ,Credit Card,Email,7,2023,3
T06230,CUST033805,P005,2023-07-12,2023-07-12,2, $4.50 , $9.00 ,Credit Card,None,7,2023,1
T06230,CUST011132,P044,2023-07-12,2023-07-12,3, $6.00 , $18.00 ,Cash,Mobile App,7,2023,3
T06230,CUST019243,P042,2023-07-12,2023-07-12,3, $6.00 , $18.00 ,Cash,Social,7,2023,3
T06230,CUST032070,P019,2023-07-12,2023-07-12,2, $5.50 , $11.00 ,Credit Card,Email,7,2023,2
T06230,CUST025290,P060,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Tap to Pay,Mobile App,7,2023,4
T06231,CUST031281,P060,2023-07-12,2023-07-12,3, $7.00 , $21.00 ,Credit Card,None,7,2023,4
T06231,CUST027727,P044,2023-07-12,2023-07-12,1, $6.00 , $6.00 ,Cash,Mobile App,7,2023,3
T06231,CUST027250,P044,2023-07-12,2023-07-12,3, $6.00 , $18.00 ,Tap to Pay,Social,7,2023,3
T06231,CUST016917,P012,2023-07-12,2023-07-12,3, $4.00 , $12.00 ,Cash,None,7,2023,1
T06232,CUST034285,P056,2023-07-12,2023-07-12,2, $7.50 , $15.00 ,Cash,None,7,2023,4
T06232,CUST037135,P018,2023-07-12,2023-07-12,3, $5.50 , $16.50 ,Credit Card,None,7,2023,2
T06233,CUST030703,P032,2023-07-12,2023-07-12,3, $5.00 , $15.00 ,Cash,Social,7,2023,2
T06233,CUST035722,P033,2023-07-12,2023-07-12,1, $6.50 , $6.50 ,Tap to Pay,None,7,2023,3
T06234,CUST025827,P026,2023-07-12,2023-07-12,2, $5.00 , $10.00 ,Cash,Post Mail,7,2023,2
T06234,CUST036358,P021,2023-07-12,2023-07-12,3, $5.50 , $16.50 ,Tap to Pay,None,7,2023,2
T06234,CUST024986,P042,2023-07-12,2023-07-12,2, $6.00 , $12.00 ,Credit Card,Social,7,2023,3
T06234,CUST029969,P044,2023-07-12,2023-07-12,2, $6.00 , $12.00 ,Tap to Pay,Social,7,2023,3
T06234,CUST026675,P030,2023-07-12,2023-07-12,3, $5.00 , $15.00 ,Credit Card,Email,7,2023,2
T06235,CUST031419,P064,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Tap to Pay,Social,7,2023,4
T06235,CUST020677,P035,2023-07-12,2023-07-12,1, $6.50 , $6.50 ,Tap to Pay,Post Mail,7,2023,3
T06236,CUST033608,P019,2023-07-12,2023-07-12,2, $5.50 , $11.00 ,Tap to Pay,None,7,2023,2
T06237,CUST014088,P022,2023-07-12,2023-07-12,1, $5.50 , $5.50 ,Credit Card,None,7,2023,2
T06237,CUST034287,P037,2023-07-12,2023-07-12,2, $6.50 , $13.00 ,Tap to Pay,Social,7,2023,3
T06237,CUST012172,P054,2023-07-12,2023-07-12,3, $7.50 , $22.50 ,Cash,None,7,2023,4
T06237,CUST020671,P005,2023-07-12,2023-07-12,3, $4.50 , $13.50 ,Credit Card,Social,7,2023,1
T06237,CUST018973,P059,2023-07-12,2023-07-12,1, $7.00 , $7.00 ,Cash,Email,7,2023,4
